polarity,processed
netral,ada yg kuliah di upn jatim
sad,kangen baca majalah bobo
joy,jangan jangan model band kaya the marjin captain jack dsb kalo masih laku di era sekarang bakal dibilang makar iwan fal pa bikin bento aja deg deg serr
joy,fc yuk bentaran aja aku f
sad,leme bgt dah anjer hhhhh
sad,kamu tau apa yang baik dan apa yang gak seharusnya kamu lakuin dg kamu melampiaskan emosi ky gitu kamu makin ngerasa buruk gak bakal ada ujungnya mend ikhlasin
anger,pada demen banget emosi tahan dong santai
anger,goodlook tapi bad attitud buat apa
sad,ga boleh kangen ga boleh
netral,gue pernah main gabut tell secreto maklum gabut dan gue ga pernah tu dichat cowo ada si yg kaya ngajak cee gitu tapi stelah ditolak yaudah lewat gitu
anger,anjir dsni pun ada juga ya yg nanya ada yg mau check gue gua kira di alter twitter doang eh weh kerja kek goblg lu pd cari duit biar bisa check out sndri
joy,idolaku di game of throne tetaplah night king ghost dan drogon
sad,belum mememukan yg asik atau gue yg gabisa asik ya yokla chatan f
confused,kalo biasa pake celana ukuran m tr ukuran itu cocoknya yg mana kok gue bingung ya gaada uk
joy,onlin partner aja
joy,temen gue dapet thr malah buat order cew long time
netral,gue puasa tapi tadi sahur gak sempet makan karna kesingan dan sekarang gue laper batalin jangan
joy,ini kocak ya gue bilang m pada gabal lg chatnya gue mau buktiin aja dia modu apa bener nolong
sad,pernah ga sih ngerasa kangen banget sama orang yang udah ga mungkin kita sampaikan kalo kita kangen pengen meluk tapi udah ga bisa lagi
sad,now you know whi so mani women will live insid hell and be part of it
netral,review elsheskin radiant serum dong sistur
disgusted,cantik tapi makannya nyeplak auto jijiqu
anger,aaaaaaaaaaaaaaaaaaaaaa
fear,mau nonton film indo yg step of may takut ke trigger
sad,pengen deh tbtb di telpon kamu kaya dulu lagi
netral,ada yg punya ide bisni
netral,ada f yang mau freecal an
netral,kebon kelapa di mana banyak bgt yg locationnya kebon kelapa
sad,aku gasuka ya kalo lidahku gatal susah garuknya
sad,ada jasa bersihin laptop gasih laptop gue kotor bangett
sad,telapak kaki gatel digaruk geli hadeeeh
netral,m ada
netral,temen gue kan pacarankan nih tru mereka lagi marahan lha tmn gue yg cowo mintain pap in cewenya lewat gue soalnya posisinya cewenya lagi sama gue hbi gue pap in tanpa
netral,adakah perempuan bersuara geme fc clean yuk bersih bersih hati
netral,di sini ada yang namanya vina ga ya
sad,dimintain pap nurut aja dasar aku
confused,kenapa gua tdi mimpi ex ya mana mimpinya kaya beneran
netral,m ada yg gapunya pacar tapi
joy,meski game of throne final season katanya pale sampah namun tetap tak mengubah hatiku mengatakan game of throne dan adalah tv seri yang terbaik
netral,pak menteri pendidikan main aplikasi tell nggak saya mau chat dong
confused,definisi itu apaan foto wajah apa yg lain hadeh
fear,im turn on five day left like what im just can realiz
netral,emang iya anak alter pada main tell
netral,jadi anak bt yg fasih ngomong inggrisnya sapa aja deh tanya doang jangan di hujat
anger,uang aku hilang lagi duh
sad,hai gai devic gue ke ban gai teru pake hp nyokap eh malah akunnya ke ban bulan ini akun hp baru gai
sad,waktunya log out twitter karena spoiler got pasti sudah bertebaran
netral,mau ngajak vc terakhir sebelum aku uninstal tell
sad,lagunya raisa yg nyawa dan harapan aga cocok juga dengan momen momen pertikaian skrg
joy,aq cynk km tao ga si tolonk donk pengertiannya
joy,slibinggggggggggggggggg
confused,kenapa sih cewek misteriu jutek itu selalu challeng mau bersikap biasa aja tapi gabisa aneh emang
joy,let me cut your belli and enjoy the sight of you lose your life
joy,sale ngesav nomer tapi komunikasinya lewat doa
joy,masa emak gue ngomong ke kakak gue mah itu ya kak anak nya jelek juga pada sayang yaampun mak
sad,sedih pengen curhat tp gak tau ke siapa
anger,bnrbnr bikin emosi denger temen cerita kl senior sendiri ngegugurin anaknya
sad,hamil biar doi semangat cari duit capek kalo haru ngehidupin doi teru
sad,telopon mantan ga ya hehe dia masih ngarep sm gue sih tp gue udah gamau balikan
netral,bener ya kata orang makin berumur makin ga peduli sama statu hubungan f
netral,gua kira hari ini bakal berat banget ternyata nggak juga
sad,sapa mau chat sama cew jelek kaya aku hmmm
anger,ketemu cew sok pintar itu masya allah tahan emosi
joy,let me cut through your vein and enjoy your scream until it over
anger,woy ada yg tau ga cara block orang yg ngemessag kita kok cuma ada endchat aja ya makasiih
anger,disini gaada ya kalo misalkan move doi pake realaccount bkn fakeaccount perasaan nemu yg fake semua njir
joy,greet lah baru donlot wkwk
sad,sama keluarga sendiri aja gak sefrekuensi apalagi sama org lain yg baru kenal
sad,kenapa ya gw suka insecur sendiri kalo anon balesnya lama suka nethink gitu
netral,gua bingung kenapa disebut skincar kan buat muka napa ga face care takut saingan ama freshcar gua m
netral,ngemal sendirian itu
joy,ada yang tau siskaee wkwkwk
love,http bangun cinta aja ya
joy,gue ada voucher go ride max ada juga voucher go car max dan ada free ongkir go food ada yang mau pakai
joy,greet lah baru donlot wkwk
sad,pengen bisa nyetir selain motor
sad,bener kata orang kalau cara cepat untuk move on adalah jatuh cinta lagi tapi sampai sekarang susah menemukan orang itu
netral,celana chino slimfit dipak gitu ga cocok ya
sad,mati gaya anjir gabut di kampu orang tapi puasa
netral,mau tanya kalo kita delet akun whatsapp chat kita di hape orang ijut ilang ga
sad,penjilat muka dua carmuk semua sifat itu gue temuin selama semest kuliah gue kira tadi cuma dongeng
netral,ada ga sih f yg asik yg klo lg bercanda g baper m
love,love is like a wind you ca see it but it can bring your hous down
anger,duuh duuh gabisa deh kalo punya cowo dibiarin main tell tanpa akun gmailnya terlogin di hp gua gak gak bisa banyak sok imut skrg
netral,ada f depok m here lagi ganut
netral,fc fr
anger,eh puasa boleh ngomong kasar ga si bgst tapi gw lagi ga puasa
sad,laper bgt pengen tempu
joy,semalem enak si parah juga ya gua haha
sad,tiap dpt telfon undangan interview pasti gue lg tidur jd pa diangkat suara gue gitu dah hfftt
sad,udah ah ma aku capek aku mulu yang nyari topik
netral,chicken colleg here
joy,hemm gua move wa sm anon ya kali semua dp kosongan hahaa kompak bngt deeh korsa kalian patut diapresiasi
netral,wan na role player f here
netral,freeman yg nampol utk skin mencerahkan yg mana
love,laskar cinta sebarkanlah benih benih cinta
anger,ya ampun diar di kantorrrr gua tuh maluuuu kalo bunyi pretttt anjirrr tapi mulesss
joy,so kiss me and smile for me tell me that you wait for me
anger,makin kesini juga udah gapeduli mau lu ngapain disana walaupun kita ldr karna ya gua capek aja peduli sm lu syg sama lu tp disepelein gitu aja gua dianggap lemah cih
sad,gue gabut banget gai kalau gak naro gender paati gada yang chat nih wkwkw
joy,nayana
anger,entah ya gue rasanya agak tersinggung aja kalo ada yg ngomong jangan jadi aktivi kampu lama lulu eleh aktivi kerja tuga kelompok aja mala dll gue cuma mau
confused,lah masa line ada fitur stori tp ga bisa liat viewersnya siapa aja wkwkwk
anger,pa diliat ada ada kada nya merah gitu bangsyat
fear,pli doain aku biar ga naksir temenku dong takut nih
netral,role play apaan gue mikirnya ke jadinya
netral,narrayan narrayann narrayann
netral,definisi internet yaa aplikasi ini sebenernya liar
anger,main tell itu fungsi utamanya cerita bukan cari jodoh pleas ini bukan app date jangan karena ngga punya pasangan seolah bikin hidup kamu luluh lantah
joy,you look beauti when you dead
confused,temen gue stress gak masuj polisi gue bingung gimana nyemangatin dia
anger,pana banget ke diselingkuhinn wkwk
netral,aplikasi aplikasi trade gtu beneran gk si
anger,knp ya kalo ada yg baha siskaee bawaannya mau crot mulu bgst
joy,a whole new worlddddddddd
netral,disini ada yg tau lana del rey gaa
joy,long time no c tell eheh
sad,gua kenal fc dari tell dan gua jadi kek gini dari tell haha dasar guani aja lenjeh
netral,mau tanya dong tempat download aplikasi berbayar yang grati di mana ya seriu nanya
joy,pengen dimanja disayang sayang huhu
sad,nyokap gue dapet sm dr nomor yg beda beda setiap hari bisa sm tapi isinya sama semua ttg nagih pinjaman gt ata nama org lain yg ga nyokap gue kenal
sad,chatan yuuu lagi gabutt
confused,emang siska siapa kok rame bgt
anger,baperan dih komen gt aja di block pdhl maksud dari jatah itu bukan mengarah ke karna waktu luang sm perhatian kita jg termasuk jatah buat doi memang lawnt
sad,kata guru geo gue kalau mau nanti aja kela semest kan gak ketauan kalau jadi si bapak emang gesrek ya
anger,allahu dah jam nungguin server bener tapi belom kelar kelar woi
sad,pana bangeeeeet anterin ngampu kek
joy,vc yuk clean gabut dirumah
netral,f solo mana ni temenin ngabuburit sambil main pabji yu
sad,gamau baper tapi gmn yaa abi perlakuan lu gt sih gue kan jadi susah ya nahan bapernya
joy,disini klo cowok yg bikin statu pasti banyak yg ngerepli udah tau kan pasti wanita lebih mendominasi disini haha
anger,kesel njir biji chia dibe dibuat maenan sama adek gua
joy,baru buka tell lg banyak bat messag wkwkw maaf guy
joy,hayu ngobrol asik asikan tanpa melibatkan perasaan
joy,hayuu yg gabut kita
netral,ada acara kemana hari ini
sad,nahaya simamah kalo mau lebaran kudu aya ranginang wae udh riweuh dari skrg nyari nyari tea
netral,cewek depoknya mana nih m here
sad,kalo lg overthink gini tuh rasanya mau nangi tru triak asli deh
disgusted,nih cew baru kenal aja udah manggil orang pake sorri woy yee lu haha mungkin maksudnya sok asik tapi gue ilfil seketika
netral,kalo kata teh risa wanita jelek lebih mendominasi
sad,aduh greget pengen komen tapi saya diblock sama authornya haha
joy,lah ga jela njir hahaha
sad,temen gue sidang akhir dapet bouquet make up full make over dongggg jiwa missqueen jomb gue mengaung ini
sad,apakah masih ada yang simpen cover nya ma halim
netral,fc yuk fc lah haha nih
netral,biji biji apa yang kalau disedot sama orang pemiliknya bisa jadi merem melek hayooooo
netral,ada yang mau nolongin gak buat ngirimin dana nanti gua ganti ovo
netral,namast artinya apasih
joy,ada yang suka dengerin lagu nya langit
sad,lawnt mah siang gini tuh tidur luluran udah mah gamau ngerjain tuga kalo kuliah malah berkeliaran di tell gini lah kalo aplikasi lain sempet error tell jadi
netral,mau di check out in shope sok atuh check in dulu sama gue
sad,gue itu kuliah ya disini jadi lu yang disana jangan mikir napa gw kan jadi engga nyaman gitu rasanya gw tau cew suka ngerasa yang tapi mohonlah percaya ke gw
netral,http
netral,cara ngeblock disini tuh gmna nanya
joy,wanita jelek mendominasi parah emang teh risa penerawang
netral,yaudah aku telen ya
anger,cowok tuh ga suka cew yg pake make up ya emang gue pake make up buat lu apa pede banget kaum adam nj
sad,gue mah gak asik yang gue omongin jadi convokil teru
sad,kau dan aku menyakitkan
sad,pengen mandi tapi male dasar aku
netral,ini app apa sih baru instal
joy,ada ga si f disini yang anak cew nya di keluarga chat dong mau kenalan hehrh
anger,tellizen sekarang bgst bgst ya ini report itu report dasar sumbu pendek
joy,tant tant chat aku dong
netral,ada yg tinggal di paser kaltim
disgusted,abi makan malah jadi pengen bokker parah bgt a
sad,tuh kan bener lemah saya tuh gaenak jd org yg overthink kyk
anger,apasi anon gaje tbtb nanya pernah ngapain aja sama pacar urusan lu mau biayain kita mau kenalan sini sini
joy,fc kuy lah mana tau cocok
joy,om dari adek bokap gakpunya anak kalo gue ultah selalu ditawarin kado kemaren gue minta skincar aja eh malah dikasti backpack yaudah gakapala soalnya fosil wkwkwk
disgusted,ilfil sama yang kalo badung buat dijadiin konten sosm mereka kaya baru badung jadi norak kaya badungnya semanaa gitu bisa dibanggain kaya prestasi aja
netral,alfi ada orannya yang endchat gua sorri btw
joy,crush aku jele tapi waesasannya luar biasa kemampuan berbahasa asingnya bikin w iri track pendidikannya juga masyaallah kagum yg berujung jatuh hati
anger,hp baru ngetiknya masih kaku mau ngetik cewek aja suka jadi ewek mau pencet huruf apa malah jadi apa kssel
joy,main baper baperan jaga perasaan sendiri kalo salah satu diantara kita ada yg baper permainan selesai hahaha ibarat ditingg pa lg sayang
netral,gue pernah baca ada yng ngepost dsini katanya line yg terbaru bisa ketuan yang onlin emg ya
sad,bagi cowok atau cewek sudah lah jangan sale menjatuhkan kita semua pasti ada kekurangan toh klo kodratnya emang gitu mau gimana terima ajasih
anger,ini apa sih suka nongol logo burung ama quot gitu lama lagi
confused,kalo anon disini ngajakin fc biasanya ngomongin apaan si yg jorok ga si
netral,ada yg namanya baga anak bekasi waktu itu chat sm gue ngomongin drti teru kontak lo kehapu sm gue
sad,aduh anjir au nyanyi mulu
joy,pabjian apa ya game lah tapi gua emu send id lah kuy wk
sad,ada f yang klo buka puasa suka makan hati temennya gak
joy,rindu kamu dengan segala cerita kehidupanmu
anger,boi just shut the fvck up if u aint buy me makeup or skincar thingi
joy,lu jarang ngontak dan dateng pa lu butuh gua juga gak masalah enak ini kan
joy,mana nih ana yg suka chat drti aku kangen
joy,temen gue lagi duduk dibokerin sama burung njir wkwk mana dia pegang abistu cium ehh malah kena mulutnyaa wkwk gblg bat punya temen
netral,ada yang bisa roleplay fhere
anger,halt rame tj lama gini nih yg bikin kesel
sad,male bgt sbnrnya sama yg tiap hari nge retweet kpop muluuu masalahnya banyak bgt menuhin timelin unfollow aja kali y
sad,bener bener gaada sugar kakek ya disini akutu pengen jadi sugar cucu biar dikasi sawah susah amat nyari sugar kakek
joy,akhirnya balik lagi ke tell setelah di ban hari gara gara spoiler aveng hahahaha
confused,ada orang makan baso dia kira tuh baso dage sapi atau ayam eh ternyata dage ibab klo gatau bgtu tetep dosa apa engga deh engga ya
netral,biasa tell itu rame jam berapa
sad,bodoh gua nyaman sama orang lain yang disisi lain gua punya pacar
sad,pengen punya abang yg bisa jd temen curhat
netral,f yang nyablak kaga ada apa yaaa
joy,ada yg pernah dicheckoutin shope sm anon jd ingin deh wkwkwk
joy,lucu lucu bocil di tell kalah argumen bisanya ngatain lah hahahahaha biasanya yg model beginian pa agustu bikin tagar sayapancasila
fear,agak ngeri ngebayangin kita bakal habisin sisa umur kita dengan satu orang tiap hari dengan orang yang sama apa gak bosen
sad,male bngt nungguin pulang jam mend buka tell iyaiyaiya padah lagi ujian
sad,pale juga ntr gua terban lagi post gua barusan ga peduliii aku rasa baba tidak sumbu pendek jadi aku selow kaya wahyu
joy,mabar pabji yok f gue mic on ya
sad,mulai deh muaaaaallll
love,buat ikon lemon aku cinta kamu
anger,gue diem aja dibilang jutek heran kenalan dulu makanya ma baru berasumsi
joy,bretman rock review ing coconut water issa fvckn mood
disgusted,i lost my interest in a guy who is alway make fun and underestim someth that is not their busi meh
joy,jangan lupa ucap syukur jangan tunggu umur uzur
netral,cakep atau jelek pinter
joy,chat kenalan ayuk lah
joy,suncream md glow membantuku terimakasi medina zein wkwkwk
joy,f kristen kenalan yuk siapa tau pacaran hehe
sad,pengen jadi jimbon akutu
netral,menurut lo definisi baper itu apa
joy,ada f yg locnya sekitaran gua ga main kuy
sad,kenapa ya gue telat bgt baru tau ttg si edo pdhl mah udah basi tp penasaran linknya wkwkwk
sad,danilla gue cowok dan kurang gre ngeliat dia
sad,cht kuy gabut bat gua hmm
sad,gue uda puse bngtt buka masih lama
sad,chat yuk siapa aja gabut bgt
joy,eh ini aplikasi enak bgt dah mirip bat ama secret jadi nyaman dah maininnya
sad,yang gua tunggu ternyata nunggu oranglain
sad,batal sp sesakit ini ya rasanya
netral,punya tip agar cepat move on
sad,lagi gabut nih kirim coverr lagu kalian ke gue dong
anger,pnya bapak kok gini amat sih posisi kepala keluarga tp hmpr thn ga pernah namanya menafkahi keluarga kasian mama yg bant tulang kerja tp ga di hormatin
sad,ya gue mau sama yang mapan lah daripada sama lu yang cakep tapi male kerja hidup itu perlu biaya emang cakep bisa dimakan
sad,ini teh mau tidur tp kenapa gab tidur
sad,ngapain ya gabut dih hmz
fear,gw kadang suka kaget kalo lg sendirian di rumah ada pengamen apalagi dia make baju boneka mampang lagi itu pernah samp ade gw ketakutan nangi kejer parah
confused,salah gk sih klo gue cari selingan gitu cht orng lain gue ada pacar sih tp slalu di cuekin dn gk dianggep
