polarity;text
netral;"""Itu yang koar koar soal pemilu, people power dll emang ikutan jd panitia pemilu? Paling ditawarin ikutan jawabannya mager"""
netral;Saran tempat bukber sama doi dong di daerah depok yaa
joy;Fcfcfc yuk. Only clean M21jkt
joy;Siapa taau nemu ada yg bu hehe m here
joy;"""Jaksel anyone? Main yuk m21 , """
netral;"""Daripada gabut, gue buka sesi baca garis tangan deh. Tapi sesuai mood gue aja ya, mohon dimengerti karena itu menghabiskan banyak tenaga. Yang mau dibacain pc aja."""
joy;"""Alone In the dark, candle light, iced coffee, book, cigarettes, music. What else?"""
joy;Sedia jasa sewa pacar untuk bukber promo ramadhan diskon 50% yg minat silahkan DM terima kasih :) M19
joy;Move line kuy M21 Bekasi
sad;Oh i miss u ndre :(((((((
sad;"""gue f, penasaran sama rokok tapi ngga kuat sama asepnya wkwk"""
anger;"""Banyak bacot, gaada isinya. Bukannya keliatan hebat malah jadi terlihat menyedihkan dan memalukan"""
confused;bingung ya kok pada demen banget perang
joy;I can do that for three rounds
joy;Selingkuh yukkkkk. M 20 Bandung
sad;"""Giliran ada event penting hari ini malah hari pertama dapet, ya allah mau nangis aja rasanya dibawa gerak dikit nyeri bgt?????? """
anger;"""Mohon maaf, bedain polos dan bodoh. Kalo ada cewe ga bisa jaga diri, trus mau aja diapa2in, pas ditinggal ngaku 'dirusak' nyalahin mantan. Itu bodoh, bukan polos."""
netral;Setiap kali ngomong ma orang kalau pngn cepet² kuliah pasti diketawain. Trs dibilangin semoga kata²nya gak luntur. Nah sebegitu mengerikankah kuliah?
joy;"""""""APAAN TUH PEOPLE POWER!? HAHAHAHA"""" padahal bisa maen sosmed dan kebebasan berpendapat semenjak Rezim Soeharto dilengserkan sama People Power, yauda laaa"""
netral;Maoo tanya People power itu apa?
netral;"""Ini jerawat klo dikasih gel jerawat terus gak kering2, gak cocok apa emg tipe si gelnya yg gak vpt ngeringin?"""
joy;buku favorit lo apa gais
netral;M20 here. Wanna chat? Clean.
joy;"""Kalo followers ayu tingting dan atta halilintar bersatu, udah bisa bikin negara sendiri. Negara gluduk tingting"""
joy;"""Kalian gak ikutan people power? Banyak loh sebenernya keuntungan people power buat mahasiswa"""". Kalian bisa dikenal sbg aktivis, prospek politik jg bagus kedepanny"""
sad;"""Dia masih main tell ga si astaga chat ga pernah dibales, telpon ga diangkat. Yaampun mas jgn kaya gini """
netral;Aya nu rek ngobrol bahasa sunda sareng abdi?
netral;"""Partner or pacar, m22 single jkt,"""
joy;"""Pagi ini kujumpai rembulan bersinar terang. Aku tersadar, ini 'kan hari ulang tahunmu. Selamat ulang tahun ya, laki laki penjaga bulan."""
netral;Ada yang tau cara nyembuhin balanitis ?
sad;"""Dulu gue berfikir orang yg tinggal diperkotaan seperti Jabodetabek itu penduduknya lebih pinter daripada yg tinggal di luar perkotaan. Ternyata, sama aja-_-"""
netral;kalo maen chatous tuh kita gbs nentuin trending nya ya
anger;apaansih people power mulu-_-
sad;Yaudah aku ngalah aku jadi power ranger pink aja ya:(
netral;"""Pemikiran kita memang berubah sesuai jaman,sadar ga kalo pemikiran kita sekarang justru lebih mengarah pada ideologi barat"""
anger;"""Revolusi gerakan masyarakat gak politik aja....kita sekarang pria jangan mau ngasih kontak duluan, enak banget cewe di tell cuma liat foto kita terus block. """
netral;kmzwa8awaa ( 20 character )
joy;Ini tell rame ya tumben.
joy;Segitu senengnya setelah sebulan gak meet karena udah gada urusan apa-apa ke skul eh dia ngajakin ke skul besok wkwkw
netral;people power nanti perang sarung apa petasan ya?
sad;"""Dulu gue mikir orang yg sekolah di swasta lebih pinter dari yg sekolah di negeri, ternyata beda dikit doang ah """
netral;Ovo bisa transfer ke bank ga sih?
sad;Akun Satu lagi di banned ?? bikin email baru udh susah skrg wkkw
fear;YANG DARI BENGKULU ARGAMAKMUR CHAT GW DONG PLISS URGENT
sad;pengen ewe kucing :( ...
joy;F yuk chatan unclean M22
anger;baju aja bisa ilang dirumah coba
sad;Ku ingin coffee float mcd??
sad;"""Rasanya pen males""""an tapi males """
joy;Gue chat sama 4 cowo tapi yang mau berjuang jauh2 nemuin gue cuma 1 cowo tp semua nya bikin nyaman :( dan semuanya udh chatan 5bulan
sad;Koala kesepian????????
netral;"""For m, apa sih tanggapan kalian klo dket sm cewe curvy, ga cakep, trus jerawatan"""
confused;Gue mau nulis wattpad gt genre apa ya
sad;"""chat yuk, bikin ngantuk nih dosennya:( M here"""
netral;"""Gais mo tanya. Kalo follow playlist di spotify, akun keliatan gak di si usernya?"""
joy;Berdamai banget sama diri sendiri mau jerawatan ke mau gendut aku udah bodo amat sama omongan orang ' kok gendutan? ' ' ko jerawat sih ' hehehe kalian gatau aja usaha nya
joy;ada aja anjir yg nge like bkp jam sgini di twitter. untung kga puasa wkwkwk.f
joy;"""Ssbenernya suka sama film yg model2annya GOT, tp karena ngga ngikuti daru awal mau nontln itu bingung harus nonton dari yg mana, ksih tau dong urutannya GOT tengkyuu~"""
sad;butuh uang banget yang serius mau bantu tlg ya f20
sad;Pengen pulang..... :'(
anger;"""Politik adu domba selalu di pakai kubu sebelah untuk mencari massa. Mulai dari 2014. Lalu, pilkada jakarta. Sekarang pemilu 2019. """
anger;Pengen = pen | Banget = bat | ya Allah = Yawlah | sih = sich | gue = w | penggunaan kata auto = auto baper | penggunaan kata able = pelukable. INSTANT END CHAT
sad;Mau cerita pengalaman tinder gw yg pahit
confused;Gausah lah lu bingung sama Pipel Power. Gua aja bingung kedudukan skrng Pak Jokowi itu Capres/ Presiden.
joy;Pengen banget nikah sama orang Padang seru aja gitu pas resepsi atau adat nikah nya
sad;Ketika keluarga Lo ngomongin Lo dari belakang. Dan Lo denger sendiri. Tapi Lo diam aja. Ini jauh lebih menyakitkan
anger;Ga salah dong ya gue bilang cowo disini rata rata otak nya pada cetek apa apa di sangkut pautin sama seex. Najis dah gua mah
love;Semangat ya sayang kamu kuliahnya hari ini ??????
joy;yaallah pen jadi anaknya hamish daud bgt dah w
anger;"""""""lo kan ganteng kenapa sih Lo mau sama cewe kaya dia?"""" Lah gua sayang nya Ama dia emang ngapa dah sirik aja lu jombs ??"""
joy;Aku mager bangun jd mending kita fc aja yuk
anger;duh hr ini matkul dosen yg gaenak selalu jelek2in kubu lain. mau skip aja. bukan krn gue pemilih kubu itu tp muak aja dosen tp kyk gitu
disgusted;"""Kenapa cowok2 di tell kadang keliatan banger ngerendahin dirinya sendiri? Kaya haus banget cinta, belaian sampe segitu receh dan murahnya gitu."""
sad;Finished GOT. Kehilangan tujuan hidup. Fc yuk. Mhere
netral;Ada yang kuliah dijogja? mhere guys
netral;Mending download ini https://twitter.com/clum2sy/status/1130018508970926082?s=19
joy;Hujan hujan gini fc an asik lhoo. Kuy. M
sad;hiyaaa mau jd jimbonnn:( astaghfirullah
anger;"""Kurangnya education bikin hal itu tabu, padahal xes adalah kebutuhan mahluk hidup. But education jga suka disalahgunakan sma oknum oknum. Sulit"""
netral;"""Saran olshop atau store yang jual kaos putih polos/motif yang bahannya menurut kalian enak dan adem dong, buat cewek yaak. u,u"""
anger;Yuk fc tp gausah nanya2 gender bgst
sad;Menurut kalian Jokowi udah bener belum sih mimpin negara ini? Kok menurut gue jauh banget dari harapan gue yaa.. :((
disgusted;Klo adu wawasan sama cowo cowo sini paling banyak yg ha ho ha ho. Klo bahas sexx baru pada tau mereka mah
joy;Sebat dulu lah...... ..
sad;ternyata gebetanku adalah gebetan orang lain juga.
netral;Promo grab apaya? Ada yg tau?
sad;Kini harus ku lewati.... Sepi hariku . .. Tanpa dirimu lagi~~~~
netral;Ada f Depok yang free hari ini?
confused;"""mau tanya, kan gue buka rek baru bca silver masa pas gue tarik tunai kena potongan 25rb itu apaan ya? admin kan 15rb"""
netral;Ada yang kuliah dijogja? mhere
sad;"""Cewe gue jadi banyak nuntut, apa karena sering dipake? """
joy;he so tall and handsome as hell
anger;Astaga mafren jangan lah kelen bolos puasa cuma gegara abis nyoolii. Kan bisa malemnya langsung manndiiiii
joy;"""Kuy join, baru dibuat https://line.me/R/ti/g/iVt9Q4cm5b """
netral;Bca expresi kartu atm nya udah ada chipnya belum sih?
sad;dunia ini bukan milik orang-orang goodlook. dunia ini milik orang2 yang bisa menjaga attitude dan menjaga agar tidak menyakiti perasaan orang lain. -anonim
netral;Saran dong lebih utamain beli baju atau Perawatan wajah soalnya wajah aku lagi banyak jerawat sama.bekas nya
netral;guys enakan rm padang sederhana / pagi sore?
netral;Mau tanya skrg yg lagi ada promo tuh grab/gojek ya?
joy;"""Sini chattan sama gw, m22"""
joy;Ada f Depok? Chat yuk m 22 here
anger;Apaa n jg ni dosen. Tiba tiba hari ini ada ujian mendadak. Bngsd lh
fear;Ada gak cewe hijab terus ngerokok ? Gua cuman berani ngerokok dikosan doang. Gak berani diluar....
netral;Mau typing an gue bagus mau kagak tetep aja lo gak akan tau aslinya gue gimana wkwk
sad;"""When you try your best, cangcut na soek"""
sad;"""Menyakiti hati adalah perbuatan yang dianggap menyenangkan untuk beberapa orang wanita. karena mereka haus akan perhatian lebih, seakan jadi tuan putri khayalan."""
netral;ada yang mau ngobrol ga?
anger;"""iseng-iseng search cuttin scars, eh malah kepengen. tololl."""
netral;Ada yang mau checkoutin Shoppe? M here
confused;"""Yang pacaran di kosan awalnya berisik suara bercandaan terus tiba2 hening cuma suara tv doang,mereka lagi ngapain ya? """
anger;"""coba, saat lo melihat sesuatu masalah, jangan langsung reaktif, lo memang punya hak untuk jadi si A dan si B, tapi menjadi Objektif itu tindakan pertama"""
sad;tangan sebelah kiriku yang sudah banyak scars. maafin aku gabisa kontrol diriku buat lukain kamu ya tangan
sad;"""wahai skincare guru, tolong kasih solusi untuk kulit muka yg keringgg"""
netral;Ada yang mau fc an ga? F21 here
joy;Ada yg mau voucher gratis ongkir gofood 10ribu ga? Gue ada 2 nih ga kepake.. Klo ada yg mau gue pesenin tp bayar sendiri ya makanannya hehe ??
sad;Aku gak tau hrus mulai darimana dan harus mengakhiri dgn cara apa :(
netral;Kalian pas sekolah make up ga?
netral;Aku juga pernah macarin pacar orang hanya karena kenalan dari tinder. M23
netral;Apakah wajah yang rada item bisa jadi putih?
sad;Harap sabar untuk pejuang colii
joy;"""enaknya dpt 300rb lagi ganti uang makan,, pdhl gw makan cuma 100 rb wkwkwkkwk disamaratain ama yg laen.. hoki bner.. akhir bulan. M"""
joy;Pacar gue kesenangan di jilmew emang para F gitu?
joy;My cat's the one around that listens to my problems.
netral;Ada yg kuliah di upn jatim?
sad;Kangen baca majalah bobo
joy;"""jangan jangan model band kaya The Marjinal, Captain Jack, dsb. kalo masih laku di era sekarang bakal dibilang makar ?????? Iwan Fals pas bikin """"Bento"""" aja deg deg serr"""
joy;"""fc yuk bentaran aja, aku f"""
sad;lemes bgt dah anjer hhhhh
sad;"""Kamu tau apa yang baik dan apa yang gak seharusnya kamu lakuin. Dg kamu melampiaskan emosi ky gitu, kamu makin ngerasa buruk. Gak bakal ada ujungnya. Mending ikhlasin."""
anger;"""pada demen banget emosi. tahan dong, santai."""
anger;goodlook tapi bad attitude buat apa
sad;Ga boleh kangen! Ga boleh!
netral;"""Gue pernah main gabut, tell, secreto (maklum gabut). Dan gue ga pernah tu dichat cowo macem2, ada si yg kaya ngajak cees gitu tapi stelah ditolak yaudah lewat gitu aja-"""
anger;"""Anjir. Dsni pun ada juga ya yg nanya """"ada yg mau check out-in shope3 gue?"""". Gua kira di alter twitter doang. Eh weh kerja kek goblg lu pd cari duit biar bisa check out sndri."""
joy;"""IDOLAKU DI GAME OF THRONES TETAPLAH NIGHT KING, GHOST, DAN DROGON ?"""
sad;belum mememukan yg asik. atau gue yg gabisa asik ya:( yokla chatan. f
confused;"""Kalo biasa pake celana ukuran 28 (m), trs ukuran 36, 38, 40 itu cocoknya yg mana? Kok gue bingung ya gaada uk 28"""
joy;Online partner? Seru2an aja -m22
joy;temen gue dapet thr malah buat order cewe ** long time. ????
netral;Gue puasa tapi tadi sahur gak sempet makan karna kesingan dan sekarang gue laper. Batalin jangan?
joy;"""Ini kocak ya gue bilang m, pada gabales lg chatnya. Gue mau buktiin aja dia modus apa bener nolong"""
sad;Pernah ga sih ngerasa kangen banget sama orang yang udah ga mungkin kita sampaikan kalo kita kangen? Pengen meluk tapi udah ga bisa lagi:(
sad;now you know why so many women will live inside hell and be part of it
netral;Review elsheskin radiant serum dong sistur.
disgusted;Cantik tapi makannya nyeplak. Auto jijique!
anger;AAAAAAAAAAAAAAAAAAAAAA
fear;Mau nonton film indo yg 27 steps of may. Takut ke trigger
sad;Pengen deh tbtb di telpon kamu kaya dulu lagi
netral;Ada yg punya ide bisnis?
netral;Ada f yang mau freecall an? .m19
netral;Kebon Kelapa di mana? Banyak bgt yg locationnya Kebon Kelapa.
sad;"""Aku gasuka ya kalo lidahku gatal, susah garuknya"""
sad;Ada jasa bersihin laptop gasih? Laptop gue kotor bangett ??
sad;Telapak kaki gatel. Digaruk geli hadeeeh
netral;M kristen/katolik ada?
netral;"""Temen gue kan pacarankan nih trus mereka lagi marahan, lha tmn gue yg cowo mintain pap in cewenya lewat gue soalnya posisinya cewenya lagi sama gue, hbis gue pap in tanpa"""
netral;Adakah perempuan bersuara gemes? Fc clean yuk? Bersih bersih hati. M28
netral;di sini ada yang namanya vina ga ya?
sad;"""Dimintain pap nurut aja. Dasar aku :"""" """
confused;Kenapa gua tdi mimpi ex ya mana mimpinya kaya beneran
netral;M kristen/katolik ada? Yg gapunya pacar tapi .-.
joy;"""Meski game of thrones final season katanya paling sampah, namun tetap tak mengubah hatiku mengatakan game of thrones dan sense8 adalah tv series yang terbaik. ??"""
netral;Pak menteri pendidikan main aplikasi Tell nggak? Saya mau chat dong.
confused;"""Definisi 'pap' itu apaan, foto wajah?apa yg lain?hadeh"""
fear;"""Im turn 21th on five days left. Like, what? Im 21? Just can realize."""
netral;Emang iya anak alter pada main tell?
netral;"""jadi anak BTS yg fasih ngomong inggrisnya sapa aja deh? (tanya doang, jangan di hujat)"""
anger;Uang aku hilang lagi duh
sad;Hai gais.. device gue ke banned gais. Terus pake hp nyokap eh malah akunnya ke banned 3 bulan :') ini akun & hp baru gais :')
sad;Waktunya log out Twitter karena spoiler GoT pasti sudah bertebaran
netral;"""Mau ngajak vc, terakhir sebelum aku uninstall tell. M22"""
sad;Lagunya raisa yg nyawa dan harapan aga cocok juga dengan momen momen pertikaian skrg
joy;aq cynk km tao ga si. tolonk donk pengertiannya.
joy;Slibinggggggggggggggggg
confused;"""Kenapa sih cewek misterius, jutek itu selalu challenging? Mau bersikap biasa aja tapi gabisa. Aneh emang """
joy;let me cut your belly and enjoying the sight of you losing your life
joy;Saling ngesave nomer tapi komunikasinya lewat doa.
joy;"""Masa emak gue ngomong ke kakak gue 'orang mah itu ya kak, anak nya jelek juga pada sayang' yaampun mak??"""
sad;Sedih. Pengen curhat tp gak tau ke siapa:(
anger;Bnrbnr bikin emosi denger temen cerita kl senior sendiri ngegugurin anaknya.
sad;"""Pura-pura hamil biar doi semangat cari duit, capek kalo harus ngehidupin doi terus :)))"""
sad;"""telopon mantan ga ya hehe, dia masih ngarep sm gue sih tp gue udah gamau balikan.."""
netral;Bener ya kata orang makin berumur makin ga peduli sama status hubungan F
netral;"""Gua kira hari ini bakal berat banget, ternyata nggak juga.."""
sad;Sapa mau chat sama cewe jelek kaya aku hmmm
anger;Ketemu cewe sok pintar itu Masya Allah tahan emosi
joy;let me cut through your veins and enjoying your scream until it's over
anger;WOY ADA YG TAU GA CARA BLOCK ORANG YG NGEMESSAGE KITA? KOK CUMA ADA ENDCHAT AJA YA? MAKASIIH
anger;"""Disini gaada ya kalo misalkan move, doi pake realaccount bkn fakeaccount. Perasaan nemu yg fake semua njir. M22"""
joy;Greet lah baru donlot wkwk
sad;"""Sama keluarga sendiri aja gak sefrekuensi, apalagi sama org lain (yg baru kenal) """
sad;kenapa ya gw suka insecure sendiri kalo anon balesnya lama. suka nethink gitu
netral;Gua bingung kenapa disebut skincare kan buat muka napa ga face care? Takut saingan ama freshcare? Gua m
netral;Ngemall sendirian itu....
joy;Ada yang tau siskaeee? Wkwkwk
love;https://drive.google.com/file/d/1-3BPqE3LsoTpa-iDE80iulBUZJs1qSfy/view?usp=drivesdk . Bangun cinta aja ya!??
joy;"""Gue ada 10 voucher go ride 90% max 7rb, ada juga voucher go car 90% max 20rb, dan ada free ongkir go food 10rb. Ada yang mau pakai? """
joy;Greet lah baru donlot wkwk
sad;Pengen bisa nyetir selain motor
sad;Bener kata orang kalau cara cepat untuk move on adalah jatuh cinta lagi. Tapi sampai sekarang susah menemukan orang itu.
netral;Celana chino slimfit dipake bapak2 gitu ga cocok ya?
sad;Mati gaya anjir gabut di kampus orang tapi puasa:(
netral;"""Mau tanya. Kalo kita delete akun whatsapp, chat kita di hape orang ijut ilang ga? """
sad;"""penjilat, muka dua, carmuk, semua sifat itu bener-bener gue temuin selama 6 semester kuliah. gue kira sifat-sifat tadi cuma dongeng."""
netral;"""Ada ga sih f yg asik, yg klo lg bercanda g baper? M"""
love;"""""""love is like a wind. you can't see it but it can bring your house down."""""""
anger;"""Duuh duuh bener2 gabisa deh kalo punya cowo dibiarin main tell tanpa akun gmailnya terlogin di hp gua. Gak, gak bisa. Banyak lawnte2 sok imut skrg."""
netral;Ada f Depok? M 22 here lagi ganut
netral;Fc / fr? M19 ....................
anger;Eh puasa boleh ngomong kasar ga si bgst? Tapi gw lagi ga puasa.
sad;laper bgt pengen tempus
joy;"""Semalem enak si, parah juga ya gua haha"""
sad;Tiap dpt telfon undangan interview pasti gue lg tidur jd pas diangkat suara gue serek2 gitu dah hfftt
sad;"""Udah ah mas aku capek, aku mulu yang nyari topik"""
netral;chicken college here -f19
joy;Hemm gua move wa sm anon ya kali semua dp kosongan hahaa kompak bngt deeh korsa kalian patut diapresiasi
netral;Wanna role player? F here
netral;Freeman yg nampol utk dry-normal skin + mencerahkan yg mana?
love;Laskar cinta sebarkanlah benih benih cinta
anger;YA AMPUN DIARE DI KANTORRRR GUA TUH MALUUUU KALO BUNYI PRETTTT ANJIRRR TAPI MULESSS
joy;"""So kiss me and smile for me, tell me that you're wait for me ~"""
anger;"""MAKIN KESINI JUGA UDAH GAPEDULI MAU LU NGAPAIN DISANA WALAUPUN KITA LDR. KARNA YA GUA CAPEK AJA PEDULI SM LU, SYG SAMA LU, TP DISEPELEIN GITU AJA. GUA DIANGGAP LEMAH. cih"""
sad;Gue gabut banget gais:( kalau gak naro gender paati gada yang chat nih wkwkw
joy;Nayana nayana~~~~~~~~~
anger;"""Entah ya gue rasanya agak tersinggung aja kalo ada yg ngomong """"jangan jadi aktivis kampus, lama lulus"""" """"eleh aktivis, kerja tugas kelompok aja malas"""" dll. Gue cuma mau"""
confused;lah masa line ada fitur story tp ga bisa liat viewersnya siapa aja wkwkwk
anger;"""Pas diliat,ada ada kadas nya, merah"""" gitu, bangsyat."""
fear;plis doain aku biar ga naksir temenku dong. takut nih :(
netral;Role play apaan? Gue mikirnya ke aneh2 jadinya. M22
netral;Narrayan narrayann narrayann
netral;"""Definisi internet yaa aplikasi ini sebenernya,liar"""
